,file_name,WasThereText?,IsThereGrey,SentenceWithGrey,IsThereUnpublished,SentenceWithUnpublished,IsThereNonTraditional,IsThereNonTraditionalLIT,GIST,
2027,2021.0_The relationship between perceived corporate social responsibility and employee-related outcomes: A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2028,2022.0_Parenting dimensions-styles and emotion dysregulation in childhood and adolescence: A systematic review and Meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2029,2021.0_Motivational interviewing for weight management among women: a meta-analysis and systematic review of RCTs.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2030,"2021.0_The Harder You Work, the Happier You Will Be: A Meta-Analysis of the Relationship Between Achievement Motivation and Subjective Well-Being with Chinese Â.pdf",NO,NA,NA,NA,NA,NA,NA,3,
2031,2022.0_Implicit mentalizing in patients with schizophrenia: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2032,2018_ in children and adolescents with attention-deficit-hyperactivity disorder: a Cochrane systematic review with meta-analysis and trial sequential analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2033,2021.0_Handedness and depression: A meta-analysis across 87 studies.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2034,2018.0_Teacher professional development and student literacy growth: A systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2035,"2020.0_The effect of intravenous, intranasal, and oral ketamine in mood disorders: a meta-analysis.pdf",YES,NO,NA,NO,NA,NO,NO,3,
2036,2018.0_The heterogeneity problem in meta-analytic structural equation modeling (MASEM) revisited: A reply to Cheung..pdf,YES,NO,NA,NO,NA,NO,NO,3,
2037,2019.0_Leaders and followers behaving badly: A meta?analytic examination of curvilinear relationships between destructive leadership and followers' workplace behaviors.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2038,2020.0_Minor and subthreshold depressive disorders in Alzheimer's disease: A systematic review and meta-analysis of prevalence studies.pdf,YES,YES,"     We searched four main healthcare databases; M edline, EMBASE, PsycINFO and 
CINAHL . Additionally, we searched, the Cochrane library, national and international trial 
registers, grey literature and conference proceedings  with no restriction on the year of study. 
Database searching wa s completed in April 2017. R eference list s of all studies meeting 
inclusion criteria w ere examined, as wel l as review papers on A D and depression. We used a 
comprehensive list of search terms for minor depression (i.e. minor depressive disorder ; ",NO,NA,NO,NO,3,
2039,2021.0_Work engagement and innovative work behavior: Meta-analysis study.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2040,2022.0_The effects of cognitive behavioral therapy in women with polycystic ovary syndrome: A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2041,"2021.0_What is the role of stress cardiovascular reactivity in health behaviour change? A systematic review, meta-analysis and research agenda.pdf",YES,NO,NA,NO,NA,NO,NO,3,
2042,2022.0_Attachment-and emotion-focused parenting interventions for child and adolescent externalizing and internalizing behaviors: A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2043,2020.0_Dathematics: a meta-isomorphic version of ÂstandardÂ mathematics based on proper classes.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2044,2019.0_Confining the concept of vascular depression to late-onset depression: a meta-analysis of MRI-defined hyperintensity burden in major depressive disorder Â.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2045,2021.0_Prevalence of loneliness amongst older people in high-income countries: A systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2046,"2023.0_Satisfaction with online education among students, faculty, and parents before and after the COVID-19 outbreak: Evidence from a meta-analysis.pdf",NO,NA,NA,NA,NA,NA,NA,3,
2047,2018_A meta-analysis of test scores in proctored and unproctored ability assessments.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2048,2019.0_Quality matters: A meta-analysis on components of healthy family meals..pdf,YES,NO,NA,NO,NA,NO,NO,3,
2049,2022.0_Meta-Analysis: Application of Health Belief Model to Breast Self-Examination (BSE).pdf,YES,NO,NA,NO,NA,NO,NO,3,
2050,2020.0_Comparing domain-and facet-level relations of the HEXACO personality model with workplace deviance: A meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2051,2021.0_Pharmacological treatments for borderline personality disorder: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2052,2022.0_Associations between home literacy environment and children's receptive vocabulary: a meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2053,2022.0_Preferential consolidation of emotional reactivity during sleep: A systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2054,2021.0_The association between gestational diabetes and ASD and ADHD: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2055,2018.0_What do university or graduate students need to make the cut? A meta-analysis on career intervention effectiveness.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2056,2018_The religious correlates of death anxiety: A systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2057,2019.0_The generalizability of transformational leadership across cultures: A meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2058,2018_Meta-analysis of voxel-based morphometry studies of gray matter abnormalities in patients with mesial temporal lobe epilepsy and unilateral hippocampal sclerosis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2059,2019.0_Static and dynamic predictors of general and violent criminal offense recidivism in the forensic outpatient population: A meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2060,2021.0_Â and factors related to urinary incontinence in older adults women worldwide: a comprehensive systematic review and meta-analysis of observational studies.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2061,2021.0_Meta-analysis defines principles for the design and analysis of co-fractionation mass spectrometry experiments.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2062,"2019.0_Â capital punishment exists in a contemporary European community country? an endorsed, prereviewed, preregistered replication study and meta-analysis.pdf",NO,NA,NA,NA,NA,NA,NA,3,
2063,2022.0_Global prevalence of suicide in patients living with HIV-AIDS: a systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2064,2022.0_The effectivity of problem-based learning to improve the HOTS: A meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2065,2020.0_Effectiveness of spelling interventions for learners with dyslexia: A meta-analysis and systematic review.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2066,2019.0_Resilience in children exposed to violence: A meta-analysis of protective factors across ecological contexts.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2067,2021.0_Determinants of serum immunoglobulin levels: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2068,2020.0_Psychological interventions for acute psychiatric inpatients with schizophrenia-spectrum disorders: A systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2069,2023.0_Psychological and Hierarchical Closeness as Opposing Factors in Whistleblowing: A Meta-Analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2070,"2020.0_The relations between early-life stress and risk, time, and prosocial preferences in adulthood: A meta-analytic review.pdf",YES,NO,NA,NO,NA,NO,NO,3,
2071,2022.0_Relationship Between Team Identification and Consumption Behaviors: Using a Meta-Analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2072,2019.0_At least bias is bipartisan: A meta-analytic comparison of partisan bias in liberals and conservatives.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2073,2021.0_On the use of flipped classroom across various disciplines: Insights from a second-order meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2074,2018_A Compare the effectiveness of cognitive therapy Based on meta-theoretical models and meta-cognitive therapy on amount pain and Thoughts FusionIn on patients .pdf,YES,NO,NA,NO,NA,NO,NO,3,
2075,2019.0_A meta-analysis of heart rate variability in major depression.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2076,2019.0_Towards personalising treatment: a systematic review and meta-analysis of face-to-face efficacy moderators of cognitive-behavioral therapy and interpersonal Â.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2077,2021.0_Meta-Analysis of Mutations in ALOX12B or ALOXE3 Identified in a Large Cohort of 224 Patients.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2078,2021.0_Are videoconferenced mental and behavioral health services just as good as in-person? A meta-analysis of a fast-growing practice.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2079,2023.0_Emotional stimulation processing characteristics in depression: Meta-analysis of eye tracking findings.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2080,2019.0_LGBQ resilience: A thematic meta-synthesis of qualitative research.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2081,2019.0_Substituting prolonged sedentary time and cardiovascular risk in children and youth: a meta-analysis within the International Children's Accelerometry .pdf,NO,NA,NA,NA,NA,NA,NA,3,
2082,2021.0_Impaired attentional and socio-affective networks in subjects with antisocial behaviors: a meta-analysis of resting-state functional connectivity studies.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2083,2022.0_Do agency and communion explain the relationship between perceiver and target effects in interpersonal perception? A meta-analysis on generalized reciprocity.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2084,2018.0_The efficacy and acceptability of third-wave behavioral and cognitive eHealth treatments: A systematic review and meta-analysis of randomized controlled trials.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2085,2021.0_Meta-analysis of empirical estimates of loss-aversion.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2086,2021.0_Prevalence of anxiety disorders and subthreshold anxiety throughout later life: Systematic review and meta-analysis..pdf,YES,NO,NA,NO,NA,NO,NO,3,
2087,2022.0_A systematic review and meta-analysis of the evidence on inflammation in depressive illness and symptoms in chronic and end-stage kidney disease.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2088,2020.0_A Meta-Analytic Investigation of the Relationship between Intrinsic Motivation and Affect.pdf,YES,YES,"Journals, ScienceDirect Freedom Collection, SpringerLink, Taylor 
& Francis Journals, Web of Science, Wiley Online Library, Pubmed, CINAHL, for studies reporting this information. The terms used to search the aforementioned databases were intrinsic motivation or internal motivation or external motivation or extrinsic motivation or organismic integration theory or motivation continuum or self-determination or SDT motivation continuum and affect or positive affect or negative affect or PANAS or subjective well-being or emotion. Reference lists of articles relating to intrinsic motivation, positive affect and/or negative affect were 
also examined for additional studies which could be included. To search grey literature authors of published studies included in 
the current meta-analyses were contacted to see if they had any unpublished data that was suitable for the meta-analyses. Using this method, no grey literature was identified which could be included in the study. Some reasons 566 articles were excluded from the meta-analyses from among those originally generated by the data base searches include inadequate statistical results, or one search term being mentioned and it being clear from the abstract that inclusion criteria would not be met. The flowchart in  
Figure 1 details the search process and number of resultant samples.
Studies included in the meta-analyses were coded on (1) the StANlEy , SCHuttE  ANd PHIllIPS",NO,NA,NO,NO,1,
2089,2021.0_Infectious disease outbreak and post-traumatic stress symptoms: a systematic review and meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2090,2018.0_Psychological interventions for post-traumatic stress disorder in refugees and asylum seekers: A systematic review and meta-analysis.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2091,"2022.0_An individual participant data meta-analysis of the joint effects of social, dimensional, and temporal comparisons on students' academic self-concepts.pdf",NO,NA,NA,NA,NA,NA,NA,3,
2092,2019.0_ active and inactive controls on physical function and health related quality of life in older adults-systematic review and meta-analysis of randomised controlled .pdf,NO,NA,NA,NA,NA,NA,NA,3,
2093,2019.0_Sugar-sweetened beverages consumption and the risk of depression: A meta-analysis of observational studies.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2094,2021.0_A meta-analysis of induced achievement goals: the moderating effects of goal standard and goal framing.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2095,2018_Identifying effective components of child maltreatment interventions: A meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2096,2023.0_Neural bases of frustration-aggression theory: A multi-domain meta-analysis of functional neuroimaging studies.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2097,2018_Alliance and treatment outcome in family-involved treatment for youth problems: A three-level meta-analysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2098,2021.0_A meta-analysis of researches on relationship between resilience and life satisfaction.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2099,2019.0_Exploratory analyses of effect modifiers in the antidepressant treatment of major depression: Individual-participant data meta-analysis of 2803 participants in seven Â.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2100,2020.0_Is empathy the default response to suffering? A meta-analytic evaluation of perspective taking's effect on empathic concern.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2101,2021.0_Evaluating Progestogens for Preventing Preterm birth International Collaborative (EPPPIC): meta-analysis of individual participant data from randomised controlled Â.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2102,2019.0_Multilevel meta-analysis of complex single-case designs: Rawdata versus effect sizes.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2103,2021.0_A meta-analysis of the factors affecting eWOM providing behaviour.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2104,2021.0_Applying meta-analysis to research on bilingualism: An introduction.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2105,2019.0_The neural correlates of time: a meta-analysis of neuroimaging studies.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2106,2018.0_Target meta-awareness is a necessary condition for physiological responses to masked emotional faces: Evidence from combined skin conductance and heart rate .pdf,NO,NA,NA,NA,NA,NA,NA,3,
2107,2021.0_The relationship between depression and risk of metabolic syndrome: a meta?analysis of observational studies.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2108,2022.0_Meta-Analysis: Smoking and Proverty as Risk Factors of Tuberculosis Multidrug Resistance.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2109,2021.0_Prevalence and risk factors of postpartum depression in the Middle East: a systematic review and metaÂanalysis.pdf,NO,NA,NA,NA,NA,NA,NA,3,
2110,2021.0_The dark side of leadership: A systematic literature review and meta-analysis of destructive leadership research.pdf,YES,NO,NA,NO,NA,NO,NO,3,
2111,2019.0_Predictors of depression relapse and recurrence after cognitive behavioural therapy: a systematic review and meta-analysis.pdf,YES,YES,"searches across multiple databases, reference lists and direct requisition to corresponding authors;
double rating of included studies; and quantitative meta-analyses of available data. However,
this review was limited by the exclusions imposed on grey literature, publications in languages
other than English, studies in children and young people, and studies which included a
continuation-phase procedure or intervention. Furthermore, the small number of included studies
did not allow further sub-group and moderator analyses.",NO,NA,NO,NO,1,
