Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
15,"A Martinez, JF Salgado","A meta-analysis of the faking resistance of forced-choice personality inventories",2021,"Frontiers in psychology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.732241/full","https://scholar.google.com/scholar?cites=2695727281154486461&as_sdt=2005&sciodt=0,5&hl=en",797,"2023-07-31 18:46:22","HTML","10.3389/fpsyg.2021.732241","","",,,,,15,7.50,8,2,2,"… Cao and Drasgow (2019) carried out the largest meta-analysis so far about effects of faking on FC personality inventories. The results of this meta-analysis suggested that the use of FC …","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.732241/full","https://scholar.google.com/scholar?q=related:vfCK_K0laSUJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
40,"JI Durán, JM Fernández-Dols","Do emotions result in their predicted facial expressions? A meta-analysis of studies on the co-occurrence of expression and emotion.",2021,"Emotion","psycnet.apa.org","https://psycnet.apa.org/record/2022-03375-001","https://scholar.google.com/scholar?cites=8258594252672326562&as_sdt=2005&sciodt=0,5&hl=en",800,"2023-07-31 18:46:22","","","","",,,,,40,20.00,20,2,2,"… meta-analysis no significant differences were found. In short, despite this last difference, this second meta-analysis yielded results highly similar to those of our first meta-analysis. …","https://osf.io/65qp7/download","https://scholar.google.com/scholar?q=related:otudhrdrnHIJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
23,"P Taneja, H Olausson, M Trulsson, P Svensson…","Defining pleasant touch stimuli: a systematic review and meta-analysis",2021,"Psychological …","Springer","https://link.springer.com/article/10.1007/s00426-019-01253-8","https://scholar.google.com/scholar?cites=16710499627170739587&as_sdt=2005&sciodt=0,5&hl=en",803,"2023-07-31 18:46:22","","10.1007/s00426-019-01253-8","","",,,,,23,11.50,5,5,2,"… , and to perform a meta-analysis to measure the effect of brush … five studies included in the meta-analysis. The review found … The meta-analysis showed that a brush stroking velocity of …","https://www.academia.edu/download/92946579/s00426-019-01253-820221024-1-1iolavk.pdf","https://scholar.google.com/scholar?q=related:gzXP-N-e5-cJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
15,"KS Montes, MR Pearson","I am what I am: A meta-analysis of the association between substance user identities and substance use-related outcomes.",2021,"Psychology of addictive behaviors","psycnet.apa.org","https://psycnet.apa.org/record/2021-33942-001","https://scholar.google.com/scholar?cites=10597458303951928950&as_sdt=2005&sciodt=0,5&hl=en",807,"2023-07-31 18:46:22","","","","",,,,,15,7.50,8,2,2,"… For example, one key difference between explicit and implicit measures noted in the literature and evidenced in the current meta-analysis is the low level of reliability associated with …","https://psycnet.apa.org/manuscript/2021-33942-001.pdf","https://scholar.google.com/scholar?q=related:dn4RAS68EZMJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
24,"I Magan, L Casado, R Jurado-Barba…","Efficacy of psychological interventions on psychological outcomes in coronary artery disease: systematic review and meta-analysis",2021,"Psychological …","cambridge.org","https://www.cambridge.org/core/journals/psychological-medicine/article/efficacy-of-psychological-interventions-on-psychological-outcomes-in-coronary-artery-disease-systematic-review-and-metaanalysis/5CA52FD843406172BB8FA27C6CDF5397","https://scholar.google.com/scholar?cites=14443537087299097070&as_sdt=2005&sciodt=0,5&hl=en",811,"2023-07-31 18:46:22","","","","",,,,,24,12.00,6,4,2,"… The aim of this systematic review and meta-analysis was to evaluate the evidence supporting the efficacy of PIs on improving negative psychological outcomes (depression, anxiety, …","https://repisalud.isciii.es/bitstream/handle/20.500.12105/13251/EfficacyOfPsychologicalInterventions_2020.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:7pGkrHTAccgJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
15,"N Çakici, AL Sutterland, BWJH Penninx…","… compounds following psychopharmacological treatment in drug-naïve first-episode patients with either schizophrenia or major depressive disorder: A meta-analysis",2021,"Psychological …","cambridge.org","https://www.cambridge.org/core/journals/psychological-medicine/article/changes-in-peripheral-blood-compounds-following-psychopharmacological-treatment-in-drugnaive-firstepisode-patients-with-either-schizophrenia-or-major-depressive-disorder-a-metaanalysis/8821FCE38072FE5014605A5C9F3A48BB","https://scholar.google.com/scholar?cites=18139514976856367307&as_sdt=2005&sciodt=0,5&hl=en",813,"2023-07-31 18:46:22","","","","",,,,,15,7.50,4,4,2,"… These observations should be cautiously interpreted due to the paucity of available data and subsequent lack of power in this meta-analysis, but merit further investigation. …","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/8821FCE38072FE5014605A5C9F3A48BB/S0033291721000155a.pdf/div-class-title-changes-in-peripheral-blood-compounds-following-psychopharmacological-treatment-in-drug-naive-first-episode-patients-with-either-schizophrenia-or-major-depressive-disorder-a-meta-analysis-div.pdf","https://scholar.google.com/scholar?q=related:y-BmocOAvPsJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
16,"M Kinjo, M Wada, S Nakajima, S Tsugawa…","Transcranial magnetic stimulation neurophysiology of patients with major depressive disorder: a systematic review and meta-analysis",2021,"Psychological …","cambridge.org","https://www.cambridge.org/core/journals/psychological-medicine/article/transcranial-magnetic-stimulation-neurophysiology-of-patients-with-major-depressive-disorder-a-systematic-review-and-metaanalysis/E9ED1D953135939EB478E2107E21E21E","https://scholar.google.com/scholar?cites=13359315298267184413&as_sdt=2005&sciodt=0,5&hl=en",815,"2023-07-31 18:46:22","","","","",,,,,16,8.00,3,5,2,"… current meta-analysis findings for PAS in the motor cortex. These results indicate that reduced neuroplasticity is not limited to the motor cortex and might extend to broad cortical regions. …","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/E9ED1D953135939EB478E2107E21E21E/S0033291720004729a.pdf/transcranial-magnetic-stimulation-neurophysiology-of-patients-with-major-depressive-disorder-a-systematic-review-and-meta-analysis.pdf","https://scholar.google.com/scholar?q=related:HT2oq3vSZbkJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
17,"G Rea-Sandin, KM Korous, JM Causadias","A systematic review and meta-analysis of racial/ethnic differences and similarities in executive function performance in the United States.",2021,"Neuropsychology","psycnet.apa.org","https://psycnet.apa.org/record/2021-29488-001","https://scholar.google.com/scholar?cites=6980241759780353263&as_sdt=2005&sciodt=0,5&hl=en",817,"2023-07-31 18:46:22","","","","",,,,,17,8.50,6,3,2,"… In this meta-analysis, the term racial/ethnic minority signifies membership into any non-… In doing so, this meta-analysis provides more statistical power to detect effects than separate …","https://www.josecausadias.com/s/Rea-Sandin-Korous-Causadias-2021.pdf","https://scholar.google.com/scholar?q=related:7zQOyuXM3mAJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
44,"M Lochbaum, T Zanatta, D Kirschling…","The Profile of Moods States and athletic performance: A meta-analysis of published studies",2021,"… in health, psychology and …","mdpi.com","https://www.mdpi.com/2254-9625/11/1/5","https://scholar.google.com/scholar?cites=13231136327807924634&as_sdt=2005&sciodt=0,5&hl=en",818,"2023-07-31 18:46:22","","","","",,,,,44,22.00,11,4,2,"… The objective of this meta-analysis was to … meta-analyses), and potentially improved technology for article searching, the overlap of studies was only 7 with the Rowly [9] meta-analysis …","https://www.mdpi.com/2254-9625/11/1/5/pdf","https://scholar.google.com/scholar?q=related:mvnBeWNwnrcJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
20,"JP Selten, F Termorshuizen, M van Sonsbeek…","Migration and dementia: a meta-analysis of epidemiological studies in Europe",2021,"Psychological …","cambridge.org","https://www.cambridge.org/core/journals/psychological-medicine/article/migration-and-dementia-a-metaanalysis-of-epidemiological-studies-in-europe/E665862E6FED368AAB72E5B323E29D05","https://scholar.google.com/scholar?cites=5562591047531139466&as_sdt=2005&sciodt=0,5&hl=en",819,"2023-07-31 18:46:22","","","","",,,,,20,10.00,5,4,2,"… include effect estimates from both incidence and prevalence studies in our meta-analysis. … To our knowledge, this is the first systematic review and meta-analysis of studies that …","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/E665862E6FED368AAB72E5B323E29D05/S0033291720000586a.pdf/div-class-title-migration-and-dementia-a-meta-analysis-of-epidemiological-studies-in-europe-div.pdf","https://scholar.google.com/scholar?q=related:ipHc-hVLMk0J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
15,"X Deng, J Yang, Y Wu","Adolescent empathy influences bystander defending in school bullying: A three-level meta-analysis",2021,"Frontiers in psychology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.690898/full","https://scholar.google.com/scholar?cites=3868261638635519559&as_sdt=2005&sciodt=0,5&hl=en",823,"2023-07-31 18:46:22","HTML","10.3389/fpsyg.2021.690898","","",,,,,15,7.50,5,3,2,"… The main aim of this meta-analysis was to synthesize results from a large number of published and unpublished studies investigating relations between adolescent empathy and …","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.690898/full","https://scholar.google.com/scholar?q=related:R_4jJXfTrjUJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
23,"A Trotta, J Kang, D Stahl…","Interpretation bias in paranoia: A systematic review and meta-analysis",2021,"Clinical Psychological …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/2167702620951552","https://scholar.google.com/scholar?cites=8738216801397445826&as_sdt=2005&sciodt=0,5&hl=en",827,"2023-07-31 18:46:22","","10.1177/2167702620951552","","",,,,,23,11.50,6,4,2,"… We conducted a systematic review and meta-analysis of the association between interpretation bias and paranoia. Twenty studies were included, and our meta-analysis indicated that a …","https://journals.sagepub.com/doi/pdf/10.1177/2167702620951552","https://scholar.google.com/scholar?q=related:whSlQeJhRHkJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
25,"X Lou, LMW Li","The relationship between identity and environmental concern: A meta-analysis",2021,"Journal of Environmental Psychology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0272494421001067","https://scholar.google.com/scholar?cites=10315487251002313298&as_sdt=2005&sciodt=0,5&hl=en",830,"2023-07-31 18:46:22","","","","",,,,,25,12.50,13,2,2,"… both conventional small-study effect methods and the p-curve method did not indicate that publication bias would be a major issue for the summarized effect sizes in this meta-analysis. …","","https://scholar.google.com/scholar?q=related:UkoQQQD5J48J:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
16,"AF Silva, R Ramirez-Campillo, H Sarmento…","Effects of training programs on decision-making in youth team sports players: a systematic review and meta-analysis",2021,"… in Psychology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.663867/full","https://scholar.google.com/scholar?cites=4239840467792290478&as_sdt=2005&sciodt=0,5&hl=en",831,"2023-07-31 18:46:22","HTML","10.3389/fpsyg.2021.663867","","",,,,,16,8.00,4,4,2,"… of results in this systematic review and meta-analysis were only conducted in the case of at … All analyses were carried out using the Comprehensive Meta-Analysis software (version 2; …","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.663867/full","https://scholar.google.com/scholar?q=related:ruIVG3Hw1joJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
14,"DT Lardier, KE Coakley, KR Holladay…","… intervention to reduce alcohol consumption and improve physical fitness in individuals with alcohol use disorder: a systematic review and meta-analysis",2021,"… in Psychology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.675285/full","https://scholar.google.com/scholar?cites=17349747088945144797&as_sdt=2005&sciodt=0,5&hl=en",835,"2023-07-31 18:46:22","HTML","10.3389/fpsyg.2021.675285","","",,,,,14,7.00,4,4,2,"… Therefore, the aim of this meta-analysis is to examine the treatment effects of exercise training on measures of alcohol consumption and binge drinking in individuals with diagnosed …","https://www.frontiersin.org/articles/10.3389/fpsyg.2021.675285/full","https://scholar.google.com/scholar?q=related:3WNx8w2vxvAJ:scholar.google.com/&scioq=source:psychology%7Csource:psychological+intitle:meta+intitle:analysis%7Cintitle:metanalysis%7Cintitle:%22meta+analysis%22&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2023&as_vis=1"
